Date,Ticker,Open,High,Low,Close,Volume
2018-01-02,AAPL,42.540000915527344,43.07500076293945,42.31499862670898,43.06499862670898,102223600.0
2018-01-03,AAPL,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,118071600.0
2018-01-04,AAPL,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,89738400.0
2018-01-05,AAPL,43.36000061035156,43.84249877929688,43.26250076293945,43.75,94640000.0
2018-01-08,AAPL,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200.0
2018-01-09,AAPL,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,86336000.0
2018-01-10,AAPL,43.290000915527344,43.57500076293945,43.25,43.5724983215332,95839600.0
2018-01-11,AAPL,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,74670800.0
2018-01-12,AAPL,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,101672400.0
2018-01-16,AAPL,44.47499847412109,44.84749984741211,44.03499984741211,44.04750061035156,118263600.0
2018-01-17,AAPL,44.03749847412109,44.8125,43.76750183105469,44.775001525878906,137547200.0
2018-01-18,AAPL,44.84249877929688,45.025001525878906,44.5625,44.81499862670898,124773600.0
2018-01-19,AAPL,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,129700400.0
2018-01-22,AAPL,44.32500076293945,44.44499969482422,44.150001525878906,44.25,108434400.0
2018-01-23,AAPL,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,130756400.0
2018-01-24,AAPL,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,204420400.0
2018-01-25,AAPL,43.62749862670898,43.73749923706055,42.63249969482422,42.77750015258789,166116000.0
2018-01-26,AAPL,43.0,43.0,42.51499938964844,42.87749862670898,156572000.0
2018-01-29,AAPL,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,202561600.0
2018-01-30,AAPL,41.38249969482422,41.84249877929688,41.17499923706055,41.74250030517578,184192800.0
2018-01-31,AAPL,41.71749877929688,42.11000061035156,41.625,41.85749816894531,129915600.0
2018-02-01,AAPL,41.79249954223633,42.15499877929688,41.68999862670898,41.94499969482422,188923200.0
2018-02-02,AAPL,41.5,41.70000076293945,40.025001525878906,40.125,346375200.0
2018-02-05,AAPL,39.775001525878906,40.970001220703125,39.0,39.122501373291016,290954000.0
2018-02-06,AAPL,38.70750045776367,40.93000030517578,38.5,40.75749969482422,272975200.0
2018-02-07,AAPL,40.772499084472656,40.84999847412109,39.76750183105469,39.8849983215332,206434400.0
2018-02-08,AAPL,40.0724983215332,40.25,38.75749969482422,38.78749847412109,217562000.0
2018-02-09,AAPL,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,282690400.0
2018-02-12,AAPL,39.625,40.97249984741211,39.37749862670898,40.6775016784668,243278000.0
2018-02-13,AAPL,40.48749923706055,41.1875,40.41249847412109,41.084999084472656,130196800.0
2018-02-14,AAPL,40.7599983215332,41.8849983215332,40.720001220703125,41.84249877929688,162579600.0
2018-02-15,AAPL,42.4474983215332,43.272499084472656,42.25,43.247501373291016,204588800.0
2018-02-16,AAPL,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,160704400.0
2018-02-20,AAPL,43.01250076293945,43.56499862670898,42.85499954223633,42.962501525878906,135722000.0
2018-02-21,AAPL,43.20750045776367,43.52999877929688,42.75249862670898,42.76750183105469,149886400.0
2018-02-22,AAPL,42.95000076293945,43.48749923706055,42.9275016784668,43.125,123967600.0
2018-02-23,AAPL,43.41749954223633,43.91249847412109,43.3849983215332,43.875,135249600.0
2018-02-26,AAPL,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,152648800.0
2018-02-27,AAPL,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,155712400.0
2018-02-28,AAPL,44.81499862670898,45.15499877929688,44.51250076293945,44.52999877929688,151128400.0
2018-03-01,AAPL,44.6349983215332,44.94499969482422,43.165000915527344,43.75,195208000.0
2018-03-02,AAPL,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,153816000.0
2018-03-05,AAPL,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,113605600.0
2018-03-06,AAPL,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,95154000.0
2018-03-07,AAPL,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,126814000.0
2018-03-08,AAPL,43.869998931884766,44.27999877929688,43.76750183105469,44.23500061035156,95096400.0
2018-03-09,AAPL,44.4900016784668,45.0,44.34749984741211,44.994998931884766,128740800.0
2018-03-12,AAPL,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,128828400.0
2018-03-13,AAPL,45.647499084472656,45.875,44.810001373291016,44.99250030517578,126774000.0
2018-03-14,AAPL,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,117473600.0
2018-03-15,AAPL,44.625,45.060001373291016,44.51750183105469,44.66249847412109,90975200.0
2018-03-16,AAPL,44.66249847412109,44.77999877929688,44.40499877929688,44.505001068115234,157618800.0
2018-03-19,AAPL,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,133787200.0
2018-03-20,AAPL,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,78597600.0
2018-03-21,AAPL,43.7599983215332,43.772499084472656,42.81499862670898,42.817501068115234,148219600.0
2018-03-22,AAPL,42.5,43.16999816894531,42.150001525878906,42.212501525878906,165963200.0
2018-03-23,AAPL,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,164115200.0
2018-03-26,AAPL,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,150164800.0
2018-03-27,AAPL,43.41999816894531,43.78749847412109,41.72999954223633,42.084999084472656,163690400.0
2018-03-28,AAPL,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,166674000.0
2018-03-29,AAPL,41.95249938964844,42.9375,41.72499847412109,41.94499969482422,153594000.0
2018-04-02,AAPL,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,150347200.0
2018-04-03,AAPL,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,121112000.0
2018-04-04,AAPL,41.220001220703125,43.00249862670898,41.192501068115234,42.90250015258789,138422000.0
2018-04-05,AAPL,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,107732800.0
2018-04-06,AAPL,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,140021200.0
2018-04-09,AAPL,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,116070800.0
2018-04-10,AAPL,43.25,43.5,42.88249969482422,43.3125,113634400.0
2018-04-11,AAPL,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,89726400.0
2018-04-12,AAPL,43.352500915527344,43.75,43.2599983215332,43.53499984741211,91557200.0
2018-04-13,AAPL,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,100497200.0
