,MAE,MSE,RMSE,MAPE,R2
AAPL,20.457666768690796,426.8692937017098,20.660815417154033,0.09217683848401213,-0.7441412922364985
AMZN,15.00290943317874,231.84822401847393,15.22656310591704,0.07570402097190461,-0.2039115858017435
GOOGL,9.107562430382776,86.19047225510255,9.283882391279121,0.05318229873339911,0.20943724242091866
MSFT,56.85069494524299,3243.3154555797114,56.950113745098975,0.13622859350279762,-22.084957109556985
NVDA,3.3315233327676435,15.875522101289853,3.984409881185651,0.030911225900987275,0.9708102976222578
